customer_id,clv_decile,churn_risk,current_bb_speed,network_activity,account_tenure,time_of_last_broadband_upgrade,broadband_type,customer_segment
85548,10,0,500mb,medium,105,2017-08-13,Fiber,Peak Performers
45805,2,0,2Gig,medium,103,2022-04-17,Fiber,Budget Balancers
62137,5,0,500mb,medium,67,2022-08-14,Fiber,Settled Simplifiers
38599,6,0,1Gig,heavy,111,2019-05-23,Fiber,Budget Balancers
81320,1,0,500mb,light,91,2022-03-30,Fiber,Settled Simplifiers
15563,8,0,500mb,heavy,87,2016-04-30,Fiber,Peak Performers
24529,10,0,1Gig,medium,117,2020-06-18,Fiber,Settled Simplifiers
78604,1,0,2Gig,heavy,73,2024-06-27,Fiber,Foolproof Followers
3115,6,0,1Gig,medium,76,2018-10-19,Fiber,Settled Simplifiers
38430,2,0,1Gig,light,36,2024-01-16,Fiber,Budget Balancers
54984,2,0,1Gig,heavy,28,2018-06-04,Fiber,Peak Performers
2940,8,0,500mb,heavy,50,2019-10-10,Fiber,Settled Simplifiers
56297,9,0,2Gig,medium,90,2024-02-25,Fiber,Foolproof Followers
34982,8,0,2Gig,medium,55,2023-09-12,Fiber,Peak Performers
58440,2,0,500mb,heavy,63,2016-12-28,Fiber,Settled Simplifiers
27519,10,0,500mb,light,63,2025-01-02,Fiber,Budget Balancers
94022,8,1,1Gig,heavy,38,2024-09-16,Fiber,Foolproof Followers
59944,2,0,1Gig,medium,31,2021-11-21,Fiber,Aspirational Adopters
13271,5,0,1Gig,medium,16,2020-09-19,Fiber,Settled Simplifiers
46013,6,0,1Gig,medium,21,2017-08-01,Fiber,Budget Balancers
3802,6,0,1Gig,heavy,78,2024-01-04,Fiber,Settled Simplifiers
40651,6,0,2Gig,medium,13,2020-07-15,Fiber,Aspirational Adopters
70390,9,0,1Gig,medium,73,2024-10-19,Fiber,Peak Performers
29972,1,0,2Gig,medium,65,2018-11-25,Fiber,Peak Performers
45103,8,0,Copper,light,120,2021-04-02,Copper,Settled Simplifiers
51837,8,0,500mb,medium,25,2025-01-11,Fiber,Aspirational Adopters
17924,1,0,500mb,heavy,99,2021-06-29,Fiber,Settled Simplifiers
42100,3,0,1Gig,heavy,42,2025-02-16,Fiber,Budget Balancers
3349,5,0,500mb,medium,87,2022-04-12,Fiber,Settled Simplifiers
1811,6,0,500mb,heavy,43,2022-02-27,Fiber,Peak Performers
9169,8,0,2Gig,light,118,2016-08-05,Fiber,Foolproof Followers
54016,1,0,500mb,medium,37,2022-06-10,Fiber,Foolproof Followers
79979,2,0,500mb,light,40,2018-04-20,Fiber,Foolproof Followers
17802,3,0,500mb,heavy,64,2023-12-21,Fiber,Peak Performers
15052,9,0,1Gig,light,46,2025-04-29,Fiber,Settled Simplifiers
50943,1,0,1Gig,light,7,2025-09-14,Fiber,Peak Performers
76079,8,0,2Gig,heavy,47,2020-11-18,Fiber,Peak Performers
89906,6,0,1Gig,medium,36,2024-12-19,Fiber,Budget Balancers
44438,10,0,2Gig,medium,117,2021-02-08,Fiber,Settled Simplifiers
15082,10,0,1Gig,medium,87,2020-04-14,Fiber,Peak Performers
21010,3,0,1Gig,light,91,2020-09-07,Fiber,Peak Performers
95182,8,0,2Gig,medium,94,2017-03-02,Fiber,Settled Simplifiers
38193,7,0,500mb,medium,19,2021-02-15,Fiber,Settled Simplifiers
27912,10,0,500mb,medium,38,2021-02-14,Fiber,Peak Performers
85411,2,0,Copper,medium,43,2017-12-13,Copper,Foolproof Followers
5008,10,0,1Gig,medium,84,2016-09-05,Fiber,Settled Simplifiers
2729,6,0,1Gig,light,68,2023-01-21,Fiber,Budget Balancers
23536,2,0,2Gig,medium,23,2023-02-22,Fiber,Budget Balancers
13671,3,0,500mb,medium,42,2016-04-07,Fiber,Peak Performers
14139,9,0,1Gig,light,24,2017-11-12,Fiber,Settled Simplifiers
59958,8,0,1Gig,medium,11,2018-07-18,Fiber,Budget Balancers
40099,6,0,1Gig,medium,38,2023-09-29,Fiber,Settled Simplifiers
79480,4,0,1Gig,medium,84,2025-08-07,Fiber,Budget Balancers
88406,9,0,1Gig,medium,104,2025-10-03,Fiber,Peak Performers
78063,1,0,500mb,light,49,2017-04-03,Fiber,Peak Performers
17090,9,0,2Gig,medium,65,2022-12-04,Fiber,Foolproof Followers
18997,3,0,Copper,medium,22,2018-08-24,Copper,Budget Balancers
69956,3,0,Copper,light,107,2022-10-10,Copper,Peak Performers
14917,6,0,1Gig,medium,65,2016-07-04,Fiber,Settled Simplifiers
57616,5,0,Copper,heavy,7,2017-10-21,Copper,Settled Simplifiers
23037,9,0,2Gig,light,113,2016-07-22,Fiber,Settled Simplifiers
72578,7,0,1Gig,light,23,2016-03-30,Fiber,Settled Simplifiers
14113,6,0,1Gig,medium,77,2017-01-07,Fiber,Budget Balancers
25565,8,0,1Gig,medium,81,2024-12-05,Fiber,Foolproof Followers
57777,6,0,1Gig,light,102,2024-08-10,Fiber,Foolproof Followers
97093,2,0,1Gig,medium,35,2025-09-06,Fiber,Settled Simplifiers
17117,3,0,Copper,heavy,9,2019-02-14,Copper,Settled Simplifiers
68484,9,0,500mb,light,119,2019-07-19,Fiber,Foolproof Followers
34832,8,0,1Gig,medium,83,2016-05-08,Fiber,Budget Balancers
9246,1,0,500mb,medium,97,2016-11-14,Fiber,Settled Simplifiers
4180,6,0,2Gig,medium,120,2025-03-27,Fiber,Budget Balancers
76061,2,0,1Gig,medium,56,2024-07-10,Fiber,Foolproof Followers
8847,7,0,1Gig,heavy,55,2020-11-07,Fiber,Budget Balancers
41095,9,0,1Gig,heavy,52,2017-07-08,Fiber,Settled Simplifiers
32866,8,0,500mb,medium,70,2019-03-02,Fiber,Peak Performers
71219,6,0,2Gig,medium,14,2019-05-01,Fiber,Settled Simplifiers
39160,7,0,1Gig,heavy,60,2025-07-04,Fiber,Foolproof Followers
38965,5,0,1Gig,light,49,2019-06-16,Fiber,Budget Balancers
10635,6,0,1Gig,light,120,2016-01-01,Fiber,Foolproof Followers
48362,4,0,500mb,medium,5,2024-12-12,Fiber,Settled Simplifiers
23018,4,0,1Gig,heavy,5,2016-04-19,Fiber,Peak Performers
40753,8,0,1Gig,medium,93,2022-12-03,Fiber,Foolproof Followers
38931,5,0,1Gig,light,42,2016-05-09,Fiber,Settled Simplifiers
30132,4,0,1Gig,heavy,59,2018-07-22,Fiber,Settled Simplifiers
3207,8,0,Copper,heavy,90,2021-03-31,Copper,Settled Simplifiers
70348,10,0,2Gig,medium,2,2017-06-07,Fiber,Peak Performers
96536,9,1,2Gig,medium,45,2017-06-16,Fiber,Settled Simplifiers
95191,3,0,1Gig,heavy,91,2019-05-27,Fiber,Peak Performers
24901,7,0,500mb,light,41,2021-02-20,Fiber,Foolproof Followers
89456,6,0,500mb,light,109,2017-10-22,Fiber,Budget Balancers
1421,2,0,Copper,light,117,2019-05-24,Copper,Foolproof Followers
99787,8,0,500mb,light,16,2017-09-07,Fiber,Settled Simplifiers
52617,3,0,500mb,medium,110,2025-02-14,Fiber,Peak Performers
79276,5,0,1Gig,medium,11,2019-05-28,Fiber,Settled Simplifiers
85648,10,0,2Gig,medium,115,2018-07-08,Fiber,Peak Performers
82805,1,0,Copper,heavy,111,2016-08-06,Copper,Settled Simplifiers
56178,2,0,1Gig,heavy,30,2019-12-13,Fiber,Foolproof Followers
55463,1,0,Copper,medium,114,2020-06-26,Copper,Settled Simplifiers
11029,10,0,1Gig,light,43,2022-07-30,Fiber,Settled Simplifiers
71323,3,0,500mb,light,2,2020-09-04,Fiber,Peak Performers
85356,7,0,1Gig,medium,81,2023-09-09,Fiber,Settled Simplifiers
44482,8,0,500mb,medium,80,2023-05-20,Fiber,Budget Balancers
41922,6,0,1Gig,medium,89,2025-02-27,Fiber,Peak Performers
89693,7,0,500mb,medium,117,2016-03-21,Fiber,Aspirational Adopters
94680,9,0,500mb,heavy,93,2019-07-29,Fiber,Aspirational Adopters
92585,10,0,500mb,medium,96,2023-03-29,Fiber,Settled Simplifiers
97537,9,0,1Gig,heavy,37,2022-01-13,Fiber,Budget Balancers
58354,6,0,1Gig,medium,46,2016-09-10,Fiber,Peak Performers
1071,8,0,1Gig,medium,38,2022-04-18,Fiber,Peak Performers
174,10,0,Copper,light,76,2017-08-06,Copper,Settled Simplifiers
46109,2,0,Copper,medium,40,2025-01-30,Copper,Foolproof Followers
2618,2,0,1Gig,medium,97,2018-04-06,Fiber,Settled Simplifiers
94825,5,0,2Gig,light,17,2016-08-27,Fiber,Foolproof Followers
2893,2,0,2Gig,heavy,112,2016-04-28,Fiber,Settled Simplifiers
60896,10,0,2Gig,medium,78,2020-06-20,Fiber,Foolproof Followers
37839,6,0,500mb,medium,10,2021-03-21,Fiber,Budget Balancers
38108,4,0,1Gig,medium,96,2022-05-16,Fiber,Settled Simplifiers
72489,3,0,500mb,medium,97,2022-10-03,Fiber,Settled Simplifiers
11688,3,0,500mb,light,111,2017-12-08,Fiber,Settled Simplifiers
1622,5,0,1Gig,heavy,22,2023-08-24,Fiber,Budget Balancers
78609,6,0,1Gig,medium,31,2021-08-20,Fiber,Budget Balancers
5902,8,0,1Gig,medium,85,2019-03-14,Fiber,Foolproof Followers
51696,4,0,2Gig,heavy,51,2020-05-27,Fiber,Budget Balancers
59660,4,0,500mb,heavy,20,2018-04-01,Fiber,Foolproof Followers
43382,1,0,500mb,medium,90,2022-07-01,Fiber,Settled Simplifiers
76148,10,0,500mb,light,106,2019-09-15,Fiber,Settled Simplifiers
61583,3,0,2Gig,medium,26,2019-10-10,Fiber,Budget Balancers
29858,10,0,1Gig,heavy,90,2019-10-30,Fiber,Settled Simplifiers
5443,10,0,Copper,heavy,50,2020-04-16,Copper,Budget Balancers
37814,2,0,500mb,medium,116,2018-11-03,Fiber,Settled Simplifiers
54903,8,0,2Gig,medium,50,2025-04-04,Fiber,Aspirational Adopters
81594,5,0,1Gig,light,8,2017-12-06,Fiber,Peak Performers
42755,4,0,2Gig,heavy,86,2017-08-16,Fiber,Settled Simplifiers
26825,6,0,500mb,light,52,2020-05-21,Fiber,Aspirational Adopters
67198,2,0,1Gig,heavy,69,2016-01-06,Fiber,Foolproof Followers
52750,7,0,1Gig,medium,45,2025-08-02,Fiber,Peak Performers
29877,2,0,500mb,medium,14,2023-07-02,Fiber,Aspirational Adopters
81213,3,0,1Gig,light,91,2021-12-20,Fiber,Foolproof Followers
78781,6,1,1Gig,heavy,119,2017-04-15,Fiber,Settled Simplifiers
6574,5,0,1Gig,medium,37,2025-10-19,Fiber,Foolproof Followers
59404,6,0,1Gig,heavy,91,2021-01-06,Fiber,Settled Simplifiers
10505,8,0,1Gig,medium,47,2025-01-23,Fiber,Aspirational Adopters
73354,7,0,500mb,light,79,2020-02-28,Fiber,Settled Simplifiers
25236,2,0,2Gig,medium,37,2022-09-28,Fiber,Budget Balancers
66203,6,0,500mb,medium,106,2021-03-06,Fiber,Settled Simplifiers
44662,1,0,2Gig,medium,28,2023-11-18,Fiber,Settled Simplifiers
1647,1,0,500mb,medium,11,2016-01-16,Fiber,Budget Balancers
34830,9,0,1Gig,light,94,2017-04-24,Fiber,Peak Performers
96666,6,0,1Gig,heavy,25,2025-03-24,Fiber,Aspirational Adopters
83098,10,0,1Gig,medium,73,2023-05-15,Fiber,Settled Simplifiers
97345,8,0,1Gig,light,112,2025-01-10,Fiber,Foolproof Followers
25177,10,0,1Gig,medium,100,2017-01-12,Fiber,Settled Simplifiers
346,2,0,1Gig,medium,93,2022-06-02,Fiber,Budget Balancers
42214,7,0,500mb,medium,6,2016-01-17,Fiber,Peak Performers
50363,3,0,500mb,heavy,33,2021-08-31,Fiber,Settled Simplifiers
60623,10,0,Copper,heavy,13,2016-06-21,Copper,Settled Simplifiers
22638,7,1,1Gig,light,109,2025-05-29,Fiber,Budget Balancers
48668,1,0,500mb,heavy,39,2025-09-04,Fiber,Settled Simplifiers
32293,2,0,500mb,medium,74,2019-02-21,Fiber,Foolproof Followers
14087,4,0,1Gig,light,117,2021-02-15,Fiber,Budget Balancers
41240,5,0,1Gig,medium,108,2022-09-23,Fiber,Settled Simplifiers
86458,8,0,Copper,medium,90,2024-03-18,Copper,Settled Simplifiers
28661,7,1,1Gig,medium,91,2019-05-09,Fiber,Peak Performers
71814,2,0,Copper,medium,57,2022-07-06,Copper,Settled Simplifiers
66294,6,1,Copper,medium,23,2024-08-07,Copper,Foolproof Followers
24982,3,0,1Gig,medium,62,2023-03-14,Fiber,Settled Simplifiers
92704,1,0,1Gig,medium,117,2016-06-27,Fiber,Foolproof Followers
7159,4,0,500mb,medium,85,2019-12-25,Fiber,Budget Balancers
13489,7,0,500mb,light,110,2016-12-23,Fiber,Budget Balancers
94247,4,0,1Gig,heavy,32,2020-03-06,Fiber,Peak Performers
38127,1,0,2Gig,light,89,2021-11-01,Fiber,Settled Simplifiers
59375,8,0,1Gig,medium,39,2019-03-02,Fiber,Settled Simplifiers
53398,1,0,2Gig,heavy,87,2021-10-18,Fiber,Foolproof Followers
10299,7,0,500mb,medium,87,2021-11-11,Fiber,Foolproof Followers
79950,1,0,1Gig,medium,94,2021-09-08,Fiber,Peak Performers
65163,6,0,1Gig,medium,95,2017-06-16,Fiber,Foolproof Followers
26740,6,0,500mb,medium,83,2020-03-07,Fiber,Settled Simplifiers
33381,8,0,500mb,light,113,2021-09-05,Fiber,Settled Simplifiers
1376,6,0,1Gig,medium,69,2025-06-23,Fiber,Peak Performers
85705,1,0,500mb,light,91,2025-10-23,Fiber,Budget Balancers
95457,4,0,1Gig,medium,101,2023-11-14,Fiber,Peak Performers
25309,8,0,500mb,light,84,2016-10-09,Fiber,Settled Simplifiers
39059,2,0,1Gig,light,90,2018-01-27,Fiber,Budget Balancers
49581,7,0,1Gig,light,12,2024-08-09,Fiber,Settled Simplifiers
83799,10,0,500mb,light,64,2024-05-14,Fiber,Settled Simplifiers
66179,3,0,500mb,heavy,46,2016-08-22,Fiber,Budget Balancers
9917,1,0,2Gig,medium,92,2024-06-19,Fiber,Settled Simplifiers
4446,7,0,2Gig,medium,48,2023-04-20,Fiber,Foolproof Followers
826,4,0,500mb,medium,18,2023-05-26,Fiber,Budget Balancers
19310,8,0,2Gig,light,38,2023-05-04,Fiber,Foolproof Followers
1230,6,0,Copper,medium,9,2018-02-03,Copper,Budget Balancers
70827,3,0,Copper,medium,9,2021-03-28,Copper,Settled Simplifiers
74502,6,0,1Gig,medium,78,2017-11-01,Fiber,Foolproof Followers
29571,8,0,500mb,heavy,23,2019-09-01,Fiber,Settled Simplifiers
96466,10,0,500mb,medium,120,2025-01-17,Fiber,Foolproof Followers
79869,1,0,500mb,heavy,16,2024-05-30,Fiber,Budget Balancers
72876,4,0,500mb,heavy,109,2021-09-07,Fiber,Peak Performers
49520,3,0,2Gig,light,36,2017-05-16,Fiber,Budget Balancers
63031,10,0,Copper,heavy,18,2023-03-22,Copper,Aspirational Adopters
52779,3,0,1Gig,light,14,2016-10-24,Fiber,Peak Performers
4355,3,0,500mb,light,37,2019-02-06,Fiber,Foolproof Followers
7463,9,0,1Gig,medium,58,2017-03-10,Fiber,Budget Balancers
59871,5,0,1Gig,light,116,2020-10-26,Fiber,Settled Simplifiers
68993,4,0,500mb,medium,49,2021-10-07,Fiber,Peak Performers
87036,6,0,1Gig,light,79,2022-05-08,Fiber,Foolproof Followers
5879,7,1,500mb,light,22,2019-10-24,Fiber,Peak Performers
9111,7,0,Copper,medium,113,2016-06-01,Copper,Peak Performers
65115,10,0,Copper,medium,93,2024-08-08,Copper,Foolproof Followers
35422,9,0,2Gig,medium,106,2020-07-09,Fiber,Peak Performers
72825,2,0,1Gig,medium,105,2019-12-04,Fiber,Foolproof Followers
62549,2,0,2Gig,heavy,79,2020-12-18,Fiber,Aspirational Adopters
78649,8,0,2Gig,light,21,2018-02-15,Fiber,Peak Performers
35920,7,0,1Gig,light,73,2025-10-05,Fiber,Settled Simplifiers
79707,1,0,2Gig,light,118,2017-03-17,Fiber,Aspirational Adopters
95161,5,0,1Gig,medium,19,2018-07-29,Fiber,Aspirational Adopters
26387,5,0,1Gig,medium,54,2017-12-12,Fiber,Settled Simplifiers
22694,6,0,Copper,medium,111,2022-01-12,Copper,Aspirational Adopters
91673,6,0,2Gig,light,39,2019-10-23,Fiber,Budget Balancers
60481,5,0,500mb,medium,90,2016-12-28,Fiber,Budget Balancers
46997,8,0,2Gig,heavy,98,2019-09-09,Fiber,Settled Simplifiers
18810,5,0,1Gig,heavy,13,2020-03-15,Fiber,Foolproof Followers
55778,8,0,1Gig,light,3,2017-07-20,Fiber,Settled Simplifiers
31736,3,0,500mb,medium,3,2022-04-30,Fiber,Settled Simplifiers
76513,6,0,500mb,heavy,118,2021-03-21,Fiber,Foolproof Followers
88554,5,0,2Gig,medium,49,2018-12-21,Fiber,Foolproof Followers
49856,7,0,1Gig,heavy,48,2023-01-07,Fiber,Settled Simplifiers
37544,7,0,Copper,medium,39,2017-06-22,Copper,Settled Simplifiers
78817,10,0,1Gig,light,64,2021-11-01,Fiber,Settled Simplifiers
21636,5,0,2Gig,medium,102,2020-05-21,Fiber,Settled Simplifiers
81820,9,0,500mb,medium,59,2020-08-11,Fiber,Foolproof Followers
8500,5,0,1Gig,medium,114,2021-04-30,Fiber,Foolproof Followers
78511,10,0,1Gig,medium,40,2021-04-01,Fiber,Foolproof Followers
17634,7,0,Copper,light,40,2017-04-23,Copper,Settled Simplifiers
68080,9,0,2Gig,heavy,49,2023-03-24,Fiber,Foolproof Followers
94332,2,0,1Gig,light,5,2022-10-07,Fiber,Peak Performers
94821,2,0,1Gig,medium,4,2025-10-09,Fiber,Settled Simplifiers
43663,7,0,2Gig,heavy,92,2016-07-02,Fiber,Settled Simplifiers
72558,9,0,500mb,heavy,99,2017-12-12,Fiber,Peak Performers
80489,4,0,500mb,light,76,2018-03-05,Fiber,Budget Balancers
42871,7,0,500mb,medium,48,2018-02-09,Fiber,Settled Simplifiers
39301,9,0,Copper,medium,90,2025-07-02,Copper,Peak Performers
24828,2,1,1Gig,light,46,2023-11-28,Fiber,Settled Simplifiers
37879,5,0,1Gig,medium,40,2020-03-31,Fiber,Settled Simplifiers
85678,3,0,500mb,medium,59,2022-04-14,Fiber,Settled Simplifiers
71405,4,0,1Gig,heavy,33,2017-09-02,Fiber,Foolproof Followers
91308,3,0,500mb,light,28,2022-03-11,Fiber,Settled Simplifiers
6705,1,0,1Gig,light,101,2024-10-06,Fiber,Peak Performers
9890,6,0,Copper,medium,28,2023-11-04,Copper,Budget Balancers
41717,3,0,Copper,heavy,97,2021-01-02,Copper,Peak Performers
83396,2,0,1Gig,light,90,2021-12-12,Fiber,Settled Simplifiers
42853,4,0,500mb,heavy,42,2024-03-18,Fiber,Foolproof Followers
31728,10,0,Copper,medium,40,2024-10-08,Copper,Settled Simplifiers
58789,8,0,500mb,medium,8,2016-09-10,Fiber,Settled Simplifiers
1947,9,0,1Gig,medium,24,2022-02-19,Fiber,Settled Simplifiers
95798,8,0,1Gig,medium,89,2023-12-04,Fiber,Settled Simplifiers
8970,4,0,1Gig,heavy,88,2024-10-20,Fiber,Foolproof Followers
9462,2,0,1Gig,medium,4,2025-04-11,Fiber,Peak Performers
19161,9,0,500mb,heavy,95,2022-05-15,Fiber,Settled Simplifiers
79047,1,0,2Gig,medium,86,2021-02-26,Fiber,Settled Simplifiers
22322,4,0,500mb,medium,58,2016-04-12,Fiber,Foolproof Followers
62045,8,0,2Gig,heavy,45,2021-08-01,Fiber,Peak Performers
95557,7,0,Copper,medium,113,2023-02-21,Copper,Budget Balancers
41213,4,0,500mb,medium,94,2022-07-14,Fiber,Aspirational Adopters
41695,9,0,1Gig,light,114,2019-06-20,Fiber,Foolproof Followers
37098,2,0,500mb,medium,28,2021-07-05,Fiber,Foolproof Followers
12917,8,0,1Gig,medium,83,2017-10-06,Fiber,Foolproof Followers
65204,6,0,500mb,light,23,2016-08-08,Fiber,Budget Balancers
1290,8,0,2Gig,medium,112,2019-11-06,Fiber,Foolproof Followers
25835,10,0,500mb,heavy,37,2017-06-28,Fiber,Foolproof Followers
70184,3,0,2Gig,medium,62,2022-08-28,Fiber,Settled Simplifiers
41242,10,0,500mb,light,36,2016-12-31,Fiber,Peak Performers
37118,3,0,2Gig,heavy,66,2024-03-20,Fiber,Settled Simplifiers
50131,8,0,1Gig,heavy,114,2021-07-17,Fiber,Foolproof Followers
43361,6,0,500mb,medium,84,2021-03-14,Fiber,Settled Simplifiers
95362,2,0,1Gig,heavy,20,2019-12-13,Fiber,Budget Balancers
11038,6,1,2Gig,medium,43,2023-03-09,Fiber,Budget Balancers
35577,1,0,Copper,heavy,93,2016-05-18,Copper,Foolproof Followers
58484,6,0,1Gig,medium,47,2022-01-17,Fiber,Settled Simplifiers
25694,1,0,2Gig,medium,85,2020-04-30,Fiber,Peak Performers
93150,6,0,500mb,medium,115,2018-07-31,Fiber,Foolproof Followers
75842,10,0,1Gig,medium,105,2025-04-12,Fiber,Foolproof Followers
17378,4,0,2Gig,heavy,70,2022-12-13,Fiber,Foolproof Followers
19674,7,0,500mb,heavy,50,2017-08-12,Fiber,Peak Performers
29043,3,1,1Gig,light,96,2021-07-30,Fiber,Peak Performers
19133,2,0,2Gig,light,3,2021-02-15,Fiber,Foolproof Followers
1712,2,0,1Gig,medium,8,2024-01-07,Fiber,Settled Simplifiers
49749,2,0,2Gig,medium,38,2020-06-18,Fiber,Foolproof Followers
19800,8,0,500mb,heavy,120,2022-08-14,Fiber,Budget Balancers
37020,9,0,Copper,medium,96,2024-11-15,Copper,Peak Performers
98961,2,0,1Gig,heavy,15,2025-02-10,Fiber,Settled Simplifiers
73797,2,0,1Gig,light,31,2023-02-27,Fiber,Peak Performers
27893,8,0,1Gig,medium,97,2022-04-22,Fiber,Peak Performers
86225,3,0,500mb,heavy,90,2018-10-28,Fiber,Settled Simplifiers
84670,2,0,2Gig,medium,1,2024-12-04,Fiber,Settled Simplifiers
92773,9,0,500mb,light,69,2024-02-05,Fiber,Budget Balancers
18508,9,0,1Gig,heavy,77,2018-02-09,Fiber,Foolproof Followers
77038,10,1,500mb,medium,20,2017-05-23,Fiber,Peak Performers
16936,9,0,1Gig,heavy,68,2017-03-21,Fiber,Budget Balancers
76015,2,0,500mb,light,11,2017-11-09,Fiber,Budget Balancers
23123,3,0,500mb,heavy,2,2019-03-21,Fiber,Aspirational Adopters
98930,9,0,Copper,light,92,2023-02-03,Copper,Settled Simplifiers
93282,7,0,500mb,medium,50,2016-07-07,Fiber,Settled Simplifiers
33364,6,0,1Gig,medium,8,2022-11-09,Fiber,Peak Performers
47347,9,0,1Gig,medium,23,2023-05-14,Fiber,Settled Simplifiers
94368,4,0,500mb,light,83,2024-01-17,Fiber,Settled Simplifiers
79239,8,0,1Gig,medium,76,2025-02-21,Fiber,Settled Simplifiers
73508,2,0,2Gig,light,6,2025-05-15,Fiber,Foolproof Followers
63401,4,0,Copper,medium,32,2025-10-16,Copper,Peak Performers
95666,1,0,500mb,medium,43,2022-02-01,Fiber,Peak Performers
8183,10,0,2Gig,heavy,92,2024-05-02,Fiber,Foolproof Followers
47600,1,0,1Gig,medium,1,2025-08-13,Fiber,Settled Simplifiers
39797,6,0,500mb,heavy,55,2020-05-03,Fiber,Settled Simplifiers
18686,2,0,500mb,heavy,119,2025-01-30,Fiber,Foolproof Followers
31151,1,0,1Gig,medium,87,2025-04-09,Fiber,Settled Simplifiers
55488,8,0,1Gig,medium,58,2023-07-12,Fiber,Budget Balancers
68641,8,0,1Gig,heavy,82,2016-01-24,Fiber,Peak Performers
6953,10,0,1Gig,light,65,2023-04-26,Fiber,Foolproof Followers
17741,1,0,1Gig,light,85,2018-10-25,Fiber,Settled Simplifiers
22892,7,0,500mb,heavy,86,2018-10-02,Fiber,Aspirational Adopters
56792,2,0,1Gig,heavy,108,2020-06-22,Fiber,Peak Performers
24334,4,0,1Gig,light,50,2020-08-30,Fiber,Foolproof Followers
14996,1,0,500mb,medium,80,2021-12-11,Fiber,Peak Performers
34980,1,0,1Gig,medium,120,2022-09-10,Fiber,Settled Simplifiers
7798,2,0,1Gig,light,118,2022-04-27,Fiber,Settled Simplifiers
53793,3,0,1Gig,medium,120,2019-08-20,Fiber,Settled Simplifiers
99896,5,0,2Gig,medium,30,2021-07-14,Fiber,Budget Balancers
2755,6,0,2Gig,medium,115,2016-03-20,Fiber,Settled Simplifiers
28451,7,0,1Gig,heavy,117,2019-03-09,Fiber,Foolproof Followers
24502,4,0,500mb,medium,86,2017-04-22,Fiber,Settled Simplifiers
87312,4,0,1Gig,light,23,2017-03-07,Fiber,Foolproof Followers
92905,3,0,2Gig,heavy,33,2021-10-16,Fiber,Budget Balancers
10013,7,0,1Gig,medium,94,2020-02-16,Fiber,Peak Performers
79041,5,0,1Gig,light,117,2018-07-19,Fiber,Settled Simplifiers
72245,9,0,500mb,heavy,49,2019-08-30,Fiber,Budget Balancers
28216,5,0,500mb,medium,19,2020-10-01,Fiber,Peak Performers
96228,2,0,500mb,medium,19,2018-10-22,Fiber,Foolproof Followers
42878,6,0,2Gig,heavy,76,2017-05-29,Fiber,Foolproof Followers
89378,4,0,500mb,medium,88,2018-07-24,Fiber,Settled Simplifiers
62877,9,1,2Gig,medium,105,2016-10-23,Fiber,Foolproof Followers
34619,7,0,500mb,heavy,89,2025-05-13,Fiber,Foolproof Followers
57201,5,0,500mb,light,85,2020-06-01,Fiber,Foolproof Followers
3566,1,0,1Gig,medium,14,2025-10-18,Fiber,Budget Balancers
90542,2,0,500mb,light,61,2018-11-18,Fiber,Peak Performers
66240,4,0,500mb,heavy,33,2017-12-25,Fiber,Budget Balancers
44098,2,0,500mb,medium,120,2023-09-17,Fiber,Settled Simplifiers
38083,2,0,1Gig,heavy,41,2024-08-26,Fiber,Peak Performers
93169,6,0,500mb,medium,81,2017-05-15,Fiber,Settled Simplifiers
51368,4,0,2Gig,heavy,90,2022-11-29,Fiber,Settled Simplifiers
7325,4,0,1Gig,medium,84,2025-05-04,Fiber,Foolproof Followers
65573,4,0,500mb,medium,28,2020-11-20,Fiber,Foolproof Followers
17175,2,0,1Gig,light,59,2018-09-20,Fiber,Aspirational Adopters
64307,10,0,2Gig,light,57,2024-08-16,Fiber,Foolproof Followers
76857,3,1,1Gig,heavy,117,2019-06-07,Fiber,Settled Simplifiers
81250,3,0,2Gig,heavy,99,2020-06-18,Fiber,Foolproof Followers
97753,5,0,500mb,medium,50,2023-08-26,Fiber,Foolproof Followers
74406,7,0,1Gig,heavy,104,2024-05-20,Fiber,Budget Balancers
89752,8,0,2Gig,heavy,6,2016-11-19,Fiber,Foolproof Followers
86321,10,0,2Gig,heavy,117,2024-06-26,Fiber,Foolproof Followers
76392,9,0,1Gig,medium,85,2016-02-09,Fiber,Settled Simplifiers
51525,10,0,500mb,heavy,4,2023-08-02,Fiber,Peak Performers
40665,9,0,Copper,light,9,2023-06-28,Copper,Peak Performers
80980,7,0,500mb,heavy,119,2022-02-10,Fiber,Settled Simplifiers
65676,2,0,1Gig,light,79,2025-05-21,Fiber,Foolproof Followers
85496,10,0,500mb,light,64,2021-01-04,Fiber,Peak Performers
58872,6,0,500mb,light,47,2019-08-01,Fiber,Peak Performers
72526,8,0,500mb,medium,89,2023-09-09,Fiber,Budget Balancers
97879,9,0,500mb,medium,10,2022-05-08,Fiber,Foolproof Followers
41633,10,0,2Gig,heavy,50,2021-11-04,Fiber,Aspirational Adopters
98637,4,0,2Gig,heavy,7,2020-06-03,Fiber,Settled Simplifiers
62336,1,0,1Gig,heavy,2,2016-04-08,Fiber,Settled Simplifiers
2556,6,0,500mb,light,113,2020-12-29,Fiber,Settled Simplifiers
46239,9,0,1Gig,heavy,29,2022-01-08,Fiber,Peak Performers
82001,3,0,2Gig,medium,102,2024-10-11,Fiber,Peak Performers
